instant,dteday,season,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
947.0,12-02-2011,1.0,1.0,False,6.0,1.0,0.14,0.2121,0.86,0.0,2.0,22.0,24.0
948.0,12-02-2011,1.0,2.0,False,6.0,1.0,0.14,0.2121,0.8,0.0,2.0,13.0,15.0
949.0,12-02-2011,1.0,3.0,False,6.0,1.0,0.12,0.197,0.8,0.0,3.0,7.0,10.0
950.0,12-02-2011,1.0,4.0,False,6.0,1.0,0.12,0.1667,0.74,0.0896,0.0,4.0,4.0
951.0,12-02-2011,1.0,5.0,False,6.0,1.0,0.12,0.1667,0.74,0.0896,0.0,1.0,1.0
952.0,12-02-2011,1.0,6.0,False,6.0,1.0,0.12,0.1364,0.93,0.194,1.0,1.0,2.0
953.0,12-02-2011,1.0,7.0,False,6.0,1.0,0.12,0.1515,0.8,0.1045,2.0,9.0,11.0
954.0,12-02-2011,1.0,8.0,False,6.0,1.0,0.14,0.1515,0.86,0.1343,2.0,28.0,30.0
955.0,12-02-2011,1.0,9.0,False,6.0,1.0,0.16,0.1818,0.64,0.1343,5.0,38.0,43.0
956.0,12-02-2011,1.0,10.0,False,6.0,1.0,0.22,0.2121,0.41,0.2537,13.0,71.0,84.0
957.0,12-02-2011,1.0,11.0,False,6.0,1.0,0.3,0.2727,0.28,0.3284,15.0,84.0,114.0
958.0,12-02-2011,1.0,12.0,False,6.0,1.0,0.3,0.2727,0.39,0.4627,15.0,93.0,120.0
959.0,12-02-2011,1.0,13.0,False,6.0,1.0,0.3,0.2727,0.39,0.4179,15.0,103.0,135.0
960.0,12-02-2011,1.0,14.0,False,6.0,1.0,0.34,0.3182,0.31,0.2836,15.0,90.0,120.0
961.0,12-02-2011,1.0,15.0,False,6.0,1.0,0.34,0.303,0.29,0.4179,15.0,127.0,174.0
962.0,12-02-2011,1.0,16.0,False,6.0,1.0,0.34,0.303,0.29,0.4179,15.0,103.0,145.0
963.0,12-02-2011,1.0,17.0,False,6.0,1.0,0.32,0.2879,0.31,0.5224,15.0,113.0,137.0
964.0,12-02-2011,1.0,18.0,False,6.0,1.0,0.28,0.2576,0.38,0.3284,4.0,60.0,64.0
965.0,12-02-2011,1.0,19.0,False,6.0,1.0,0.28,0.2727,0.38,0.1642,2.0,39.0,41.0
966.0,12-02-2011,1.0,20.0,False,6.0,1.0,0.26,0.2576,0.41,0.2239,1.0,39.0,40.0
967.0,12-02-2011,1.0,21.0,False,6.0,1.0,0.26,0.303,0.41,0.0,9.0,42.0,51.0
968.0,12-02-2011,1.0,22.0,False,6.0,1.0,0.24,0.2576,0.44,0.0896,6.0,39.0,45.0
969.0,12-02-2011,1.0,23.0,False,6.0,1.0,0.22,0.2273,0.51,0.1343,1.0,31.0,32.0
970.0,13-02-2011,1.0,0.0,False,0.0,1.0,0.2,0.2273,0.64,0.1045,5.0,34.0,39.0
971.0,13-02-2011,1.0,1.0,False,0.0,1.0,0.2,0.2273,0.59,0.0896,1.0,23.0,24.0
972.0,13-02-2011,1.0,2.0,False,0.0,2.0,0.2,0.2273,0.75,0.0896,1.0,19.0,20.0
973.0,13-02-2011,1.0,3.0,False,0.0,2.0,0.2,0.2273,0.69,0.1045,4.0,8.0,12.0
974.0,13-02-2011,1.0,4.0,False,0.0,2.0,0.2,0.2121,0.69,0.1642,0.0,2.0,2.0
975.0,13-02-2011,1.0,6.0,False,0.0,2.0,0.2,0.2121,0.69,0.1343,2.0,3.0,5.0
976.0,13-02-2011,1.0,7.0,False,0.0,2.0,0.22,0.2727,0.55,0.0,0.0,3.0,3.0
977.0,13-02-2011,1.0,8.0,False,0.0,2.0,0.22,0.2273,0.64,0.194,1.0,11.0,12.0
978.0,13-02-2011,1.0,9.0,False,0.0,2.0,0.24,0.2273,0.6,0.2239,12.0,35.0,47.0
979.0,13-02-2011,1.0,10.0,False,0.0,1.0,0.3,0.2727,0.45,0.3284,15.0,86.0,105.0
980.0,13-02-2011,1.0,11.0,False,0.0,1.0,0.32,0.2879,0.39,0.4478,15.0,86.0,112.0
981.0,13-02-2011,1.0,12.0,False,0.0,1.0,0.36,0.3182,0.32,0.4627,15.0,94.0,152.0
982.0,13-02-2011,1.0,13.0,False,0.0,1.0,0.36,0.3939,0.29,0.3582,15.0,92.0,154.0
983.0,13-02-2011,1.0,14.0,False,0.0,2.0,0.36,0.39395,0.3,0.4179,15.0,110.0,161.0
984.0,13-02-2011,1.0,15.0,False,0.0,2.0,0.36,0.39395,0.3,0.2985,15.0,122.0,162.0
985.0,13-02-2011,1.0,16.0,False,0.0,2.0,0.36,0.39395,0.28,0.3284,15.0,106.0,134.0
986.0,13-02-2011,1.0,17.0,False,0.0,1.0,0.36,0.39395,0.28,0.3284,15.0,95.0,125.0
987.0,13-02-2011,1.0,18.0,False,0.0,1.0,0.36,0.39395,0.32,0.2985,15.0,78.0,95.0
988.0,13-02-2011,1.0,19.0,False,0.0,1.0,0.36,0.39395,0.35,0.2836,11.0,50.0,61.0
989.0,13-02-2011,1.0,20.0,False,0.0,1.0,0.36,0.39395,0.35,0.3284,15.0,32.0,47.0
990.0,13-02-2011,1.0,21.0,False,0.0,1.0,0.36,0.39395,0.35,0.3582,6.0,45.0,51.0
991.0,13-02-2011,1.0,22.0,False,0.0,1.0,0.36,0.39395,0.35,0.2985,5.0,31.0,36.0
992.0,13-02-2011,1.0,23.0,False,0.0,1.0,0.36,0.39395,0.35,0.3582,3.0,27.0,30.0
993.0,14-02-2011,1.0,0.0,False,1.0,1.0,0.36,0.3939,0.37,0.3582,3.0,8.0,11.0
994.0,14-02-2011,1.0,1.0,False,1.0,1.0,0.36,0.3939,0.37,0.3582,1.0,6.0,7.0
995.0,14-02-2011,1.0,2.0,False,1.0,1.0,0.36,0.3333,0.4,0.2985,0.0,2.0,2.0
996.0,14-02-2011,1.0,3.0,False,1.0,1.0,0.34,0.3182,0.46,0.2239,1.0,1.0,2.0
997.0,14-02-2011,1.0,4.0,False,1.0,1.0,0.32,0.303,0.53,0.2836,0.0,2.0,2.0
998.0,14-02-2011,1.0,5.0,False,1.0,1.0,0.32,0.303,0.53,0.2836,0.0,3.0,3.0
999.0,14-02-2011,1.0,6.0,False,1.0,1.0,0.34,0.303,0.46,0.2985,1.0,25.0,26.0
1000.0,14-02-2011,1.0,7.0,False,1.0,1.0,0.34,0.303,0.46,0.2985,2.0,96.0,98.0
